,Unnamed: 0,Business_links,Zipcode_searched
879,58,https://www.yelp.com/biz/chet-walcott-plumbing-oklahoma-city?osq=plumbing,73106
1008,14,https://www.yelp.com/biz/backwoods-plumbing-sewer-and-drain-cleaning-specialists-yukon?osq=plumbing,73107
1040,46,https://www.yelp.com/biz/wright-cyrus-plumbing-yukon?osq=plumbing,73107
1042,48,https://www.yelp.com/biz/hollowell-plumbing-oklahoma-city-2?osq=plumbing,73107
1046,52,https://www.yelp.com/biz/tate-plumbing-oklahoma-city?osq=plumbing,73107
1048,54,https://www.yelp.com/biz/jerrys-plumbing-edmond?osq=plumbing,73107
1057,63,https://www.yelp.com/biz/wayne-perry-plumbing-heating-and-air-conditioning-oklahoma-city?osq=plumbing,73107
1079,85,https://www.yelp.com/biz/rucker-mechanical-and-electric-oklahoma-city?osq=plumbing,73107
1081,87,https://www.yelp.com/biz/stone-creek-plumbing-oklahoma-city?osq=plumbing,73107
1083,89,https://www.yelp.com/biz/pauls-plumbing-bethany?osq=plumbing,73107
1084,90,https://www.yelp.com/biz/gregorys-plumbing-co-oklahoma-city-2?osq=plumbing,73107
1090,96,https://www.yelp.com/biz/oklahoma-city-plumbing-company-oklahoma-city?osq=plumbing,73107
1091,97,https://www.yelp.com/biz/eric-the-plumber-bethany?osq=plumbing,73107
1095,101,https://www.yelp.com/biz/southeast-plumbing-and-backhoe-bethany-8?osq=plumbing,73107
1101,107,https://www.yelp.com/biz/b-and-r-plumbing-heat-and-air-bethany?osq=plumbing,73107
1109,115,https://www.yelp.com/biz/anderson-plumbing-company-oklahoma-city?osq=plumbing,73107
1113,119,https://www.yelp.com/biz/haynes-john-e-plumbing-bethany?osq=plumbing,73107
1116,122,https://www.yelp.com/biz/plumbing-masters-bethany?osq=plumbing,73107
1117,123,https://www.yelp.com/biz/mid-city-plumbing-oklahoma-city?osq=plumbing,73107
1122,128,https://www.yelp.com/biz/reddy-rooter-warr-acres?osq=plumbing,73107
1123,129,https://www.yelp.com/biz/professional-plumbing-services-oklahoma-city?osq=plumbing,73107
1124,130,https://www.yelp.com/biz/eagan-plumbing-bethany?osq=plumbing,73107
1126,132,https://www.yelp.com/biz/plumb-crazy-plumbing-and-drains-bethany?osq=plumbing,73107
1135,141,https://www.yelp.com/biz/b-and-r-pump-and-equipment-oklahoma-city?osq=plumbing,73107
1136,142,https://www.yelp.com/biz/johnnys-plumbing-heating-and-air-conditioning-oklahoma-city?osq=plumbing,73107
1137,143,https://www.yelp.com/biz/ars-oklahoma-city?osq=plumbing,73107
1138,144,https://www.yelp.com/biz/anyhour-plumbing-and-sewer-oklahoma-city?osq=plumbing,73107
1140,146,https://www.yelp.com/biz/roby-johnny-g-oklahoma-city?osq=plumbing,73107
1141,147,https://www.yelp.com/biz/american-residential-services-of-ok-oklahoma-city?osq=plumbing,73107
1142,148,https://www.yelp.com/biz/amco-lynch-electric-plumbing-heat-and-air-oklahoma-city?osq=plumbing,73107
1143,149,https://www.yelp.com/biz/browns-construction-oklahoma-city?osq=plumbing,73107
1144,150,https://www.yelp.com/biz/bethany-plbg-bethany?osq=plumbing,73107
1147,153,https://www.yelp.com/biz/roto-rooter-oklahoma-city-oklahoma-city?osq=plumbing,73107
1151,157,https://www.yelp.com/biz/southern-oaks-plumbing-oklahoma-city?osq=plumbing,73107
1153,159,https://www.yelp.com/biz/plumbers-okc-oklahoma-city-4?osq=plumbing,73107
1155,161,https://www.yelp.com/biz/rooter-max-bethany?osq=plumbing,73107
1157,163,https://www.yelp.com/biz/b-and-d-plumbing-oklahoma-city?osq=plumbing,73107
1158,164,https://www.yelp.com/biz/reddy-rooter-bethany?osq=plumbing,73107
1162,168,https://www.yelp.com/biz/handleys-plumbing-oklahoma-city?osq=plumbing,73107
1169,175,https://www.yelp.com/biz/neeley-james-r-oklahoma-city?osq=plumbing,73107
1170,176,https://www.yelp.com/biz/all-hours-plumbing-heating-and-air-conditioning-oklahoma-city?osq=plumbing,73107
1173,179,https://www.yelp.com/biz/randall-mechanical-service-oklahoma-city?osq=plumbing,73107
1174,180,https://www.yelp.com/biz/baxter-electric-heating-and-air-conditioning-oklahoma-city?osq=plumbing,73107
1175,181,https://www.yelp.com/biz/homeland-plumbing-heating-and-air-oklahoma-city?osq=plumbing,73107
1176,182,https://www.yelp.com/biz/flair-it-okc-oklahoma-city?osq=plumbing,73107
1178,184,https://www.yelp.com/biz/randalls-mechanical-heating-and-air-oklahoma-city?osq=plumbing,73107
1186,192,https://www.yelp.com/biz/george-patricks-plumbing-oklahoma-city?osq=plumbing,73107
1188,194,https://www.yelp.com/biz/mr-comfort-oklahoma-city?osq=plumbing,73107
1272,58,https://www.yelp.com/biz/alliance-fire-protection-oklahoma-city?osq=plumbing,73108
